Date,City,Route,Mode,DayType,Ridership
2002-07-31,Chicago,Total,Rail,W,603775
2002-08-01,Chicago,Total,Rail,W,607964
2002-08-02,Chicago,Total,Rail,W,612785
2002-08-03,Chicago,Total,Rail,A,325279
2002-08-04,Chicago,Total,Rail,U,234620
2002-08-05,Chicago,Total,Rail,W,569627
2002-08-06,Chicago,Total,Rail,W,592722
2002-08-07,Chicago,Total,Rail,W,585313
2002-08-08,Chicago,Total,Rail,W,589840
2002-08-09,Chicago,Total,Rail,W,592938
2002-08-10,Chicago,Total,Rail,A,340015
2002-08-11,Chicago,Total,Rail,U,230526
2002-08-12,Chicago,Total,Rail,W,579800
2002-08-13,Chicago,Total,Rail,W,578996
2002-08-14,Chicago,Total,Rail,W,586107
2002-08-15,Chicago,Total,Rail,W,599375
2002-08-16,Chicago,Total,Rail,W,592393
2002-08-17,Chicago,Total,Rail,A,340569
2002-08-18,Chicago,Total,Rail,U,285298
2002-08-19,Chicago,Total,Rail,W,545503
2002-08-20,Chicago,Total,Rail,W,586734
2002-08-21,Chicago,Total,Rail,W,572717
2002-08-22,Chicago,Total,Rail,W,533893
2002-08-23,Chicago,Total,Rail,W,570031
2002-08-24,Chicago,Total,Rail,A,308392
2002-08-25,Chicago,Total,Rail,U,227484
2002-08-26,Chicago,Total,Rail,W,572967
2002-08-27,Chicago,Total,Rail,W,596884
2002-08-28,Chicago,Total,Rail,W,590348
2002-08-29,Chicago,Total,Rail,W,532322
2002-08-30,Chicago,Total,Rail,W,608056
2002-08-31,Chicago,Total,Rail,A,345777
2002-09-01,Chicago,Total,Rail,U,257229
2002-09-02,Chicago,Total,Rail,U,201136
2002-09-03,Chicago,Total,Rail,W,625970
2002-09-04,Chicago,Total,Rail,W,634665
2002-09-05,Chicago,Total,Rail,W,634950
2002-09-06,Chicago,Total,Rail,W,634809
2002-09-07,Chicago,Total,Rail,A,318886
2002-09-08,Chicago,Total,Rail,U,218716
2002-09-09,Chicago,Total,Rail,W,630453
2002-09-10,Chicago,Total,Rail,W,640278
2002-09-11,Chicago,Total,Rail,W,631554
2002-09-12,Chicago,Total,Rail,W,645114
2002-09-13,Chicago,Total,Rail,W,655102
2002-09-14,Chicago,Total,Rail,A,327322
2002-09-15,Chicago,Total,Rail,U,221310
2002-09-16,Chicago,Total,Rail,W,617848
2002-09-17,Chicago,Total,Rail,W,644444
2002-09-18,Chicago,Total,Rail,W,643763
2002-09-19,Chicago,Total,Rail,W,640884
2002-09-20,Chicago,Total,Rail,W,626196
2002-09-21,Chicago,Total,Rail,A,330553
2002-09-22,Chicago,Total,Rail,U,215142
2002-09-23,Chicago,Total,Rail,W,637798
2002-09-24,Chicago,Total,Rail,W,664958
2002-09-25,Chicago,Total,Rail,W,666345
2002-09-26,Chicago,Total,Rail,W,662347
2002-09-27,Chicago,Total,Rail,W,651373
2002-09-28,Chicago,Total,Rail,A,338847
2002-09-29,Chicago,Total,Rail,U,232441
2002-09-30,Chicago,Total,Rail,W,634065
2002-10-01,Chicago,Total,Rail,W,653561
2002-10-02,Chicago,Total,Rail,W,648879
2002-10-03,Chicago,Total,Rail,W,655905
2002-10-04,Chicago,Total,Rail,W,626723
2002-10-05,Chicago,Total,Rail,A,338207
2002-10-06,Chicago,Total,Rail,U,223075
2002-10-07,Chicago,Total,Rail,W,641838
2002-10-08,Chicago,Total,Rail,W,650758
2002-10-09,Chicago,Total,Rail,W,648974
2002-10-10,Chicago,Total,Rail,W,655002
2002-10-11,Chicago,Total,Rail,W,658585
2002-10-12,Chicago,Total,Rail,A,332781
2002-10-13,Chicago,Total,Rail,U,323103
2002-10-14,Chicago,Total,Rail,W,542057
2002-10-15,Chicago,Total,Rail,W,653527
2002-10-16,Chicago,Total,Rail,W,645880
2002-10-17,Chicago,Total,Rail,W,645590
2002-10-18,Chicago,Total,Rail,W,643043
2002-10-19,Chicago,Total,Rail,A,333538
2002-10-20,Chicago,Total,Rail,U,222167
2002-10-21,Chicago,Total,Rail,W,632256
2002-10-22,Chicago,Total,Rail,W,645112
2002-10-23,Chicago,Total,Rail,W,635553
2002-10-24,Chicago,Total,Rail,W,642039
2002-10-25,Chicago,Total,Rail,W,632981
2002-10-26,Chicago,Total,Rail,A,331030
2002-10-27,Chicago,Total,Rail,U,217556
2002-10-28,Chicago,Total,Rail,W,628314
2002-10-29,Chicago,Total,Rail,W,636398
2002-10-30,Chicago,Total,Rail,W,639993
2002-10-31,Chicago,Total,Rail,W,635297
2002-11-01,Chicago,Total,Rail,W,628183
2002-11-02,Chicago,Total,Rail,A,313106
2002-11-03,Chicago,Total,Rail,U,211506
2002-11-04,Chicago,Total,Rail,W,633872
2002-11-05,Chicago,Total,Rail,W,613203
2002-11-06,Chicago,Total,Rail,W,644971
2002-11-07,Chicago,Total,Rail,W,664817
2002-11-08,Chicago,Total,Rail,W,646927
2002-11-09,Chicago,Total,Rail,A,329264
2002-11-10,Chicago,Total,Rail,U,220134
2002-11-11,Chicago,Total,Rail,W,519021
2002-11-12,Chicago,Total,Rail,W,637242
2002-11-13,Chicago,Total,Rail,W,635224
2002-11-14,Chicago,Total,Rail,W,625010
2002-11-15,Chicago,Total,Rail,W,630267
2002-11-16,Chicago,Total,Rail,A,314114
2002-11-17,Chicago,Total,Rail,U,204651
2002-11-18,Chicago,Total,Rail,W,619368
2002-11-19,Chicago,Total,Rail,W,638719
2002-11-20,Chicago,Total,Rail,W,630680
2002-11-21,Chicago,Total,Rail,W,621257
2002-11-22,Chicago,Total,Rail,W,618981
2002-11-23,Chicago,Total,Rail,A,353053
2002-11-24,Chicago,Total,Rail,U,202257
2002-11-25,Chicago,Total,Rail,W,602628
2002-11-26,Chicago,Total,Rail,W,611673
2002-11-27,Chicago,Total,Rail,W,584367
2002-11-28,Chicago,Total,Rail,U,145995
2002-11-29,Chicago,Total,Rail,W,367260
2002-11-30,Chicago,Total,Rail,A,255100
2002-12-01,Chicago,Total,Rail,U,187150
2002-12-02,Chicago,Total,Rail,W,598780
2002-12-03,Chicago,Total,Rail,W,622071
2002-12-04,Chicago,Total,Rail,W,610601
2002-12-05,Chicago,Total,Rail,W,607822
2002-12-06,Chicago,Total,Rail,W,602004
2002-12-07,Chicago,Total,Rail,A,318034
2002-12-08,Chicago,Total,Rail,U,202070
2002-12-09,Chicago,Total,Rail,W,575116
2002-12-10,Chicago,Total,Rail,W,601656
2002-12-11,Chicago,Total,Rail,W,603601
2002-12-12,Chicago,Total,Rail,W,602683
2002-12-13,Chicago,Total,Rail,W,600852
2002-12-14,Chicago,Total,Rail,A,325639
2002-12-15,Chicago,Total,Rail,U,216394
2002-12-16,Chicago,Total,Rail,W,577286
2002-12-17,Chicago,Total,Rail,W,583328
2002-12-18,Chicago,Total,Rail,W,571921
2002-12-19,Chicago,Total,Rail,W,590493
2002-12-20,Chicago,Total,Rail,W,565925
2002-12-21,Chicago,Total,Rail,A,284719
2002-12-22,Chicago,Total,Rail,U,194323
2002-12-23,Chicago,Total,Rail,W,467245
2002-12-24,Chicago,Total,Rail,W,319916
2002-12-25,Chicago,Total,Rail,U,96846
2002-12-26,Chicago,Total,Rail,W,372317
2002-12-27,Chicago,Total,Rail,W,424575
2002-12-28,Chicago,Total,Rail,A,236606
2002-12-29,Chicago,Total,Rail,U,181081
2002-12-30,Chicago,Total,Rail,W,469806
2002-12-31,Chicago,Total,Rail,W,456865
2003-01-01,Chicago,Total,Rail,U,169985
2003-01-02,Chicago,Total,Rail,W,484840
2003-01-03,Chicago,Total,Rail,W,515985
2003-01-04,Chicago,Total,Rail,A,255217
2003-01-05,Chicago,Total,Rail,U,177159
2003-01-06,Chicago,Total,Rail,W,574868
2003-01-07,Chicago,Total,Rail,W,580676
2003-01-08,Chicago,Total,Rail,W,592758
2003-01-09,Chicago,Total,Rail,W,586435
2003-01-10,Chicago,Total,Rail,W,567691
2003-01-11,Chicago,Total,Rail,A,250051
2003-01-12,Chicago,Total,Rail,U,171467
2003-01-13,Chicago,Total,Rail,W,585781
2003-01-14,Chicago,Total,Rail,W,594400
2003-01-15,Chicago,Total,Rail,W,583104
2003-01-16,Chicago,Total,Rail,W,591915
2003-01-17,Chicago,Total,Rail,W,584772
2003-01-18,Chicago,Total,Rail,A,261058
2003-01-19,Chicago,Total,Rail,U,172937
2003-01-20,Chicago,Total,Rail,W,375958
2003-01-21,Chicago,Total,Rail,W,590827
2003-01-22,Chicago,Total,Rail,W,572491
2003-01-23,Chicago,Total,Rail,W,541015
2003-01-24,Chicago,Total,Rail,W,546353
2003-01-25,Chicago,Total,Rail,A,259287
2003-01-26,Chicago,Total,Rail,U,168783
2003-01-27,Chicago,Total,Rail,W,564295
2003-01-28,Chicago,Total,Rail,W,598146
2003-01-29,Chicago,Total,Rail,W,594588
2003-01-30,Chicago,Total,Rail,W,601060
2003-01-31,Chicago,Total,Rail,W,577555
2003-02-01,Chicago,Total,Rail,A,291226
2003-02-02,Chicago,Total,Rail,U,192294
2003-02-03,Chicago,Total,Rail,W,596186
2003-02-04,Chicago,Total,Rail,W,597044
2003-02-05,Chicago,Total,Rail,W,585552
2003-02-06,Chicago,Total,Rail,W,596888
2003-02-07,Chicago,Total,Rail,W,573249
2003-02-08,Chicago,Total,Rail,A,270521
2003-02-09,Chicago,Total,Rail,U,180861
2003-02-10,Chicago,Total,Rail,W,584120
2003-02-11,Chicago,Total,Rail,W,592292
2003-02-12,Chicago,Total,Rail,W,523192
2003-02-13,Chicago,Total,Rail,W,597819
2003-02-14,Chicago,Total,Rail,W,594045
2003-02-15,Chicago,Total,Rail,A,271823
2003-02-16,Chicago,Total,Rail,U,188276
2003-02-17,Chicago,Total,Rail,W,447938
2003-02-18,Chicago,Total,Rail,W,604717
2003-02-19,Chicago,Total,Rail,W,605097
2003-02-20,Chicago,Total,Rail,W,611766
2003-02-21,Chicago,Total,Rail,W,601156
2003-02-22,Chicago,Total,Rail,A,276538
2003-02-23,Chicago,Total,Rail,U,185905
2003-02-24,Chicago,Total,Rail,W,574013
2003-02-25,Chicago,Total,Rail,W,572520
2003-02-26,Chicago,Total,Rail,W,588630
2003-02-27,Chicago,Total,Rail,W,599144
2003-02-28,Chicago,Total,Rail,W,597504
2003-03-01,Chicago,Total,Rail,A,291264
2003-03-02,Chicago,Total,Rail,U,182200
2003-03-03,Chicago,Total,Rail,W,535306
2003-03-04,Chicago,Total,Rail,W,606043
2003-03-05,Chicago,Total,Rail,W,583929
2003-03-06,Chicago,Total,Rail,W,573715
2003-03-07,Chicago,Total,Rail,W,584273
2003-03-08,Chicago,Total,Rail,A,274523
2003-03-09,Chicago,Total,Rail,U,177874
2003-03-10,Chicago,Total,Rail,W,573635
2003-03-11,Chicago,Total,Rail,W,601034
2003-03-12,Chicago,Total,Rail,W,604333
2003-03-13,Chicago,Total,Rail,W,609896
2003-03-14,Chicago,Total,Rail,W,615377
2003-03-15,Chicago,Total,Rail,A,381570
2003-03-16,Chicago,Total,Rail,U,235438
2003-03-17,Chicago,Total,Rail,W,597982
2003-03-18,Chicago,Total,Rail,W,596226
2003-03-19,Chicago,Total,Rail,W,586881
2003-03-20,Chicago,Total,Rail,W,594341
2003-03-21,Chicago,Total,Rail,W,588655
2003-03-22,Chicago,Total,Rail,A,292329
2003-03-23,Chicago,Total,Rail,U,215626
2003-03-24,Chicago,Total,Rail,W,584149
2003-03-25,Chicago,Total,Rail,W,594589
2003-03-26,Chicago,Total,Rail,W,594924
2003-03-27,Chicago,Total,Rail,W,593676
2003-03-28,Chicago,Total,Rail,W,552242
2003-03-29,Chicago,Total,Rail,A,280361
2003-03-30,Chicago,Total,Rail,U,191109
2003-03-31,Chicago,Total,Rail,W,577834
2003-04-01,Chicago,Total,Rail,W,603564
2003-04-02,Chicago,Total,Rail,W,602855
2003-04-03,Chicago,Total,Rail,W,592074
2003-04-04,Chicago,Total,Rail,W,572837
2003-04-05,Chicago,Total,Rail,A,293496
2003-04-06,Chicago,Total,Rail,U,188467
2003-04-07,Chicago,Total,Rail,W,565391
2003-04-08,Chicago,Total,Rail,W,599769
2003-04-09,Chicago,Total,Rail,W,611985
2003-04-10,Chicago,Total,Rail,W,624279
2003-04-11,Chicago,Total,Rail,W,600667
2003-04-12,Chicago,Total,Rail,A,321354
2003-04-13,Chicago,Total,Rail,U,219553
2003-04-14,Chicago,Total,Rail,W,593473
2003-04-15,Chicago,Total,Rail,W,606461
2003-04-16,Chicago,Total,Rail,W,578259
2003-04-17,Chicago,Total,Rail,W,563613
2003-04-18,Chicago,Total,Rail,W,482196
2003-04-19,Chicago,Total,Rail,A,263464
2003-04-20,Chicago,Total,Rail,U,172399
2003-04-21,Chicago,Total,Rail,W,572442
2003-04-22,Chicago,Total,Rail,W,617403
2003-04-23,Chicago,Total,Rail,W,613127
2003-04-24,Chicago,Total,Rail,W,620140
2003-04-25,Chicago,Total,Rail,W,595103
2003-04-26,Chicago,Total,Rail,A,300728
2003-04-27,Chicago,Total,Rail,U,210716
2003-04-28,Chicago,Total,Rail,W,582145
2003-04-29,Chicago,Total,Rail,W,595629
2003-04-30,Chicago,Total,Rail,W,567596
2003-05-01,Chicago,Total,Rail,W,597161
2003-05-02,Chicago,Total,Rail,W,616460
2003-05-03,Chicago,Total,Rail,A,335590
2003-05-04,Chicago,Total,Rail,U,214366
2003-05-05,Chicago,Total,Rail,W,608082
2003-05-06,Chicago,Total,Rail,W,626276
2003-05-07,Chicago,Total,Rail,W,610370
2003-05-08,Chicago,Total,Rail,W,605164
2003-05-09,Chicago,Total,Rail,W,616706
2003-05-10,Chicago,Total,Rail,A,301857
2003-05-11,Chicago,Total,Rail,U,193398
2003-05-12,Chicago,Total,Rail,W,580553
2003-05-13,Chicago,Total,Rail,W,602563
2003-05-14,Chicago,Total,Rail,W,583198
2003-05-15,Chicago,Total,Rail,W,598384
2003-05-16,Chicago,Total,Rail,W,589910
2003-05-17,Chicago,Total,Rail,A,304723
2003-05-18,Chicago,Total,Rail,U,207860
2003-05-19,Chicago,Total,Rail,W,579665
2003-05-20,Chicago,Total,Rail,W,594508
2003-05-21,Chicago,Total,Rail,W,592768
2003-05-22,Chicago,Total,Rail,W,590893
2003-05-23,Chicago,Total,Rail,W,575372
2003-05-24,Chicago,Total,Rail,A,301068
2003-05-25,Chicago,Total,Rail,U,223466
2003-05-26,Chicago,Total,Rail,U,224023
2003-05-27,Chicago,Total,Rail,W,597804
2003-05-28,Chicago,Total,Rail,W,586704
2003-05-29,Chicago,Total,Rail,W,595331
2003-05-30,Chicago,Total,Rail,W,613622
2003-05-31,Chicago,Total,Rail,A,318134
2003-06-01,Chicago,Total,Rail,U,245291
2003-06-02,Chicago,Total,Rail,W,583126
2003-06-03,Chicago,Total,Rail,W,610279
2003-06-04,Chicago,Total,Rail,W,615414
2003-06-05,Chicago,Total,Rail,W,622481
2003-06-06,Chicago,Total,Rail,W,615632
2003-06-07,Chicago,Total,Rail,A,354198
2003-06-08,Chicago,Total,Rail,U,229228
2003-06-09,Chicago,Total,Rail,W,590887
2003-06-10,Chicago,Total,Rail,W,596552
2003-06-11,Chicago,Total,Rail,W,607043
2003-06-12,Chicago,Total,Rail,W,604883
2003-06-13,Chicago,Total,Rail,W,592987
2003-06-14,Chicago,Total,Rail,A,320029
2003-06-15,Chicago,Total,Rail,U,221822
2003-06-16,Chicago,Total,Rail,W,581387
2003-06-17,Chicago,Total,Rail,W,601420
2003-06-18,Chicago,Total,Rail,W,587986
2003-06-19,Chicago,Total,Rail,W,596124
2003-06-20,Chicago,Total,Rail,W,611219
2003-06-21,Chicago,Total,Rail,A,345895
2003-06-22,Chicago,Total,Rail,U,242077
2003-06-23,Chicago,Total,Rail,W,568379
2003-06-24,Chicago,Total,Rail,W,620552
2003-06-25,Chicago,Total,Rail,W,603880
2003-06-26,Chicago,Total,Rail,W,600660
2003-06-27,Chicago,Total,Rail,W,661150
2003-06-28,Chicago,Total,Rail,A,350162
2003-06-29,Chicago,Total,Rail,U,329753
2003-06-30,Chicago,Total,Rail,W,611874
2003-07-01,Chicago,Total,Rail,W,634210
2003-07-02,Chicago,Total,Rail,W,640212
2003-07-03,Chicago,Total,Rail,W,790702
2003-07-04,Chicago,Total,Rail,U,347887
2003-07-05,Chicago,Total,Rail,A,363309
2003-07-06,Chicago,Total,Rail,U,269228
2003-07-07,Chicago,Total,Rail,W,569437
2003-07-08,Chicago,Total,Rail,W,579733
2003-07-09,Chicago,Total,Rail,W,598967
2003-07-10,Chicago,Total,Rail,W,614469
2003-07-11,Chicago,Total,Rail,W,615433
2003-07-12,Chicago,Total,Rail,A,339152
2003-07-13,Chicago,Total,Rail,U,257051
2003-07-14,Chicago,Total,Rail,W,611190
2003-07-15,Chicago,Total,Rail,W,618204
2003-07-16,Chicago,Total,Rail,W,597927
2003-07-17,Chicago,Total,Rail,W,579675
2003-07-18,Chicago,Total,Rail,W,590356
2003-07-19,Chicago,Total,Rail,A,324535
2003-07-20,Chicago,Total,Rail,U,224010
2003-07-21,Chicago,Total,Rail,W,578363
2003-07-22,Chicago,Total,Rail,W,590880
2003-07-23,Chicago,Total,Rail,W,622160
2003-07-24,Chicago,Total,Rail,W,622281
2003-07-25,Chicago,Total,Rail,W,591792
2003-07-26,Chicago,Total,Rail,A,312502
2003-07-27,Chicago,Total,Rail,U,222589
2003-07-28,Chicago,Total,Rail,W,562933
2003-07-29,Chicago,Total,Rail,W,615414
2003-07-30,Chicago,Total,Rail,W,616406
2003-07-31,Chicago,Total,Rail,W,617395
2003-08-01,Chicago,Total,Rail,W,605206
2003-08-02,Chicago,Total,Rail,A,399990
2003-08-03,Chicago,Total,Rail,U,244986
2003-08-04,Chicago,Total,Rail,W,585024
2003-08-05,Chicago,Total,Rail,W,600556
2003-08-06,Chicago,Total,Rail,W,581895
2003-08-07,Chicago,Total,Rail,W,584026
2003-08-08,Chicago,Total,Rail,W,583831
2003-08-09,Chicago,Total,Rail,A,371415
2003-08-10,Chicago,Total,Rail,U,244876
2003-08-11,Chicago,Total,Rail,W,566910
2003-08-12,Chicago,Total,Rail,W,595230
2003-08-13,Chicago,Total,Rail,W,614427
2003-08-14,Chicago,Total,Rail,W,592601
2003-08-15,Chicago,Total,Rail,W,602111
2003-08-16,Chicago,Total,Rail,A,363117
2003-08-17,Chicago,Total,Rail,U,290507
2003-08-18,Chicago,Total,Rail,W,559214
2003-08-19,Chicago,Total,Rail,W,577418
2003-08-20,Chicago,Total,Rail,W,567116
2003-08-21,Chicago,Total,Rail,W,562565
2003-08-22,Chicago,Total,Rail,W,576202
2003-08-23,Chicago,Total,Rail,A,313035
2003-08-24,Chicago,Total,Rail,U,227185
2003-08-25,Chicago,Total,Rail,W,561134
2003-08-26,Chicago,Total,Rail,W,573211
2003-08-27,Chicago,Total,Rail,W,578962
2003-08-28,Chicago,Total,Rail,W,578781
2003-08-29,Chicago,Total,Rail,W,604839
2003-08-30,Chicago,Total,Rail,A,339474
2003-08-31,Chicago,Total,Rail,U,242605
2003-09-01,Chicago,Total,Rail,U,199296
2003-09-02,Chicago,Total,Rail,W,648864
2003-09-03,Chicago,Total,Rail,W,650319
2003-09-04,Chicago,Total,Rail,W,652383
2003-09-05,Chicago,Total,Rail,W,634834
2003-09-06,Chicago,Total,Rail,A,334013
2003-09-07,Chicago,Total,Rail,U,222973
2003-09-08,Chicago,Total,Rail,W,623072
2003-09-09,Chicago,Total,Rail,W,632686
2003-09-10,Chicago,Total,Rail,W,645858
2003-09-11,Chicago,Total,Rail,W,639732
2003-09-12,Chicago,Total,Rail,W,650171
2003-09-13,Chicago,Total,Rail,A,350594
2003-09-14,Chicago,Total,Rail,U,235410
2003-09-15,Chicago,Total,Rail,W,653569
2003-09-16,Chicago,Total,Rail,W,663607
2003-09-17,Chicago,Total,Rail,W,663761
2003-09-18,Chicago,Total,Rail,W,647465
2003-09-19,Chicago,Total,Rail,W,642616
2003-09-20,Chicago,Total,Rail,A,338787
2003-09-21,Chicago,Total,Rail,U,231095
2003-09-22,Chicago,Total,Rail,W,638244
2003-09-23,Chicago,Total,Rail,W,655433
2003-09-24,Chicago,Total,Rail,W,643836
2003-09-25,Chicago,Total,Rail,W,648354
2003-09-26,Chicago,Total,Rail,W,643987
2003-09-27,Chicago,Total,Rail,A,358390
2003-09-28,Chicago,Total,Rail,U,236781
2003-09-29,Chicago,Total,Rail,W,637350
2003-09-30,Chicago,Total,Rail,W,637394
2003-10-01,Chicago,Total,Rail,W,644239
2003-10-02,Chicago,Total,Rail,W,641608
2003-10-03,Chicago,Total,Rail,W,667963
2003-10-04,Chicago,Total,Rail,A,383554
2003-10-05,Chicago,Total,Rail,U,236860
2003-10-06,Chicago,Total,Rail,W,618461
2003-10-07,Chicago,Total,Rail,W,699907
2003-10-08,Chicago,Total,Rail,W,693316
2003-10-09,Chicago,Total,Rail,W,650911
2003-10-10,Chicago,Total,Rail,W,661985
2003-10-11,Chicago,Total,Rail,A,366667
2003-10-12,Chicago,Total,Rail,U,351185
2003-10-13,Chicago,Total,Rail,W,547856
2003-10-14,Chicago,Total,Rail,W,691539
2003-10-15,Chicago,Total,Rail,W,711785
2003-10-16,Chicago,Total,Rail,W,650877
2003-10-17,Chicago,Total,Rail,W,651230
2003-10-18,Chicago,Total,Rail,A,362376
2003-10-19,Chicago,Total,Rail,U,241241
2003-10-20,Chicago,Total,Rail,W,632330
2003-10-21,Chicago,Total,Rail,W,644683
2003-10-22,Chicago,Total,Rail,W,640420
2003-10-23,Chicago,Total,Rail,W,644198
2003-10-24,Chicago,Total,Rail,W,639483
2003-10-25,Chicago,Total,Rail,A,332732
2003-10-26,Chicago,Total,Rail,U,231808
2003-10-27,Chicago,Total,Rail,W,620687
2003-10-28,Chicago,Total,Rail,W,631318
2003-10-29,Chicago,Total,Rail,W,637933
2003-10-30,Chicago,Total,Rail,W,652674
2003-10-31,Chicago,Total,Rail,W,628603
2003-11-01,Chicago,Total,Rail,A,309648
2003-11-02,Chicago,Total,Rail,U,215452
2003-11-03,Chicago,Total,Rail,W,614598
2003-11-04,Chicago,Total,Rail,W,630296
2003-11-05,Chicago,Total,Rail,W,639104
2003-11-06,Chicago,Total,Rail,W,644961
2003-11-07,Chicago,Total,Rail,W,620991
2003-11-08,Chicago,Total,Rail,A,320811
2003-11-09,Chicago,Total,Rail,U,221796
2003-11-10,Chicago,Total,Rail,W,606222
2003-11-11,Chicago,Total,Rail,W,542871
2003-11-12,Chicago,Total,Rail,W,627509
2003-11-13,Chicago,Total,Rail,W,616525
2003-11-14,Chicago,Total,Rail,W,632553
2003-11-15,Chicago,Total,Rail,A,334186
2003-11-16,Chicago,Total,Rail,U,222633
2003-11-17,Chicago,Total,Rail,W,618428
2003-11-18,Chicago,Total,Rail,W,608253
2003-11-19,Chicago,Total,Rail,W,632045
2003-11-20,Chicago,Total,Rail,W,638332
2003-11-21,Chicago,Total,Rail,W,626155
2003-11-22,Chicago,Total,Rail,A,361622
2003-11-23,Chicago,Total,Rail,U,202523
2003-11-24,Chicago,Total,Rail,W,583860
2003-11-25,Chicago,Total,Rail,W,602970
2003-11-26,Chicago,Total,Rail,W,579257
2003-11-27,Chicago,Total,Rail,U,153251
2003-11-28,Chicago,Total,Rail,W,344266
2003-11-29,Chicago,Total,Rail,A,265968
2003-11-30,Chicago,Total,Rail,U,217629
2003-12-01,Chicago,Total,Rail,W,601364
2003-12-02,Chicago,Total,Rail,W,605675
2003-12-03,Chicago,Total,Rail,W,613563
2003-12-04,Chicago,Total,Rail,W,610322
2003-12-05,Chicago,Total,Rail,W,606672
2003-12-06,Chicago,Total,Rail,A,326475
2003-12-07,Chicago,Total,Rail,U,214938
2003-12-08,Chicago,Total,Rail,W,586022
2003-12-09,Chicago,Total,Rail,W,594395
2003-12-10,Chicago,Total,Rail,W,597600
2003-12-11,Chicago,Total,Rail,W,591327
2003-12-12,Chicago,Total,Rail,W,575833
2003-12-13,Chicago,Total,Rail,A,305519
2003-12-14,Chicago,Total,Rail,U,209939
2003-12-15,Chicago,Total,Rail,W,568654
2003-12-16,Chicago,Total,Rail,W,576496
2003-12-17,Chicago,Total,Rail,W,573820
2003-12-18,Chicago,Total,Rail,W,567624
2003-12-19,Chicago,Total,Rail,W,555922
2003-12-20,Chicago,Total,Rail,A,289142
2003-12-21,Chicago,Total,Rail,U,218944
2003-12-22,Chicago,Total,Rail,W,508014
2003-12-23,Chicago,Total,Rail,W,486462
2003-12-24,Chicago,Total,Rail,W,333655
2003-12-25,Chicago,Total,Rail,U,101016
2003-12-26,Chicago,Total,Rail,W,321094
2003-12-27,Chicago,Total,Rail,A,232980
2003-12-28,Chicago,Total,Rail,U,178624
2003-12-29,Chicago,Total,Rail,W,461979
2003-12-30,Chicago,Total,Rail,W,474545
2003-12-31,Chicago,Total,Rail,W,430971
2004-01-01,Chicago,Total,Rail,U,174003
2004-01-02,Chicago,Total,Rail,W,421851
2004-01-03,Chicago,Total,Rail,A,250130
2004-01-04,Chicago,Total,Rail,U,162880
2004-01-05,Chicago,Total,Rail,W,548650
2004-01-06,Chicago,Total,Rail,W,516396
2004-01-07,Chicago,Total,Rail,W,536299
2004-01-08,Chicago,Total,Rail,W,556891
2004-01-09,Chicago,Total,Rail,W,560519
2004-01-10,Chicago,Total,Rail,A,261687
2004-01-11,Chicago,Total,Rail,U,180035
2004-01-12,Chicago,Total,Rail,W,588906
2004-01-13,Chicago,Total,Rail,W,596765
2004-01-14,Chicago,Total,Rail,W,591625
2004-01-15,Chicago,Total,Rail,W,590965
2004-01-16,Chicago,Total,Rail,W,578153
2004-01-17,Chicago,Total,Rail,A,278142
2004-01-18,Chicago,Total,Rail,U,178641
2004-01-19,Chicago,Total,Rail,W,353859
2004-01-20,Chicago,Total,Rail,W,572634
2004-01-21,Chicago,Total,Rail,W,576593
2004-01-22,Chicago,Total,Rail,W,542344
2004-01-23,Chicago,Total,Rail,W,550366
2004-01-24,Chicago,Total,Rail,A,263571
2004-01-25,Chicago,Total,Rail,U,176977
2004-01-26,Chicago,Total,Rail,W,566031
2004-01-27,Chicago,Total,Rail,W,586852
2004-01-28,Chicago,Total,Rail,W,565269
2004-01-29,Chicago,Total,Rail,W,553448
2004-01-30,Chicago,Total,Rail,W,500887
2004-01-31,Chicago,Total,Rail,A,246213
2004-02-01,Chicago,Total,Rail,U,170793
2004-02-02,Chicago,Total,Rail,W,566503
2004-02-03,Chicago,Total,Rail,W,591153
2004-02-04,Chicago,Total,Rail,W,581672
2004-02-05,Chicago,Total,Rail,W,586671
2004-02-06,Chicago,Total,Rail,W,572957
2004-02-07,Chicago,Total,Rail,A,281792
2004-02-08,Chicago,Total,Rail,U,185893
2004-02-09,Chicago,Total,Rail,W,578071
2004-02-10,Chicago,Total,Rail,W,593014
2004-02-11,Chicago,Total,Rail,W,594399
2004-02-12,Chicago,Total,Rail,W,537211
2004-02-13,Chicago,Total,Rail,W,580969
2004-02-14,Chicago,Total,Rail,A,301728
2004-02-15,Chicago,Total,Rail,U,191759
2004-02-16,Chicago,Total,Rail,W,441539
2004-02-17,Chicago,Total,Rail,W,596810
2004-02-18,Chicago,Total,Rail,W,593575
2004-02-19,Chicago,Total,Rail,W,601442
2004-02-20,Chicago,Total,Rail,W,580459
2004-02-21,Chicago,Total,Rail,A,288901
2004-02-22,Chicago,Total,Rail,U,187329
2004-02-23,Chicago,Total,Rail,W,577436
2004-02-24,Chicago,Total,Rail,W,588493
2004-02-25,Chicago,Total,Rail,W,596639
2004-02-26,Chicago,Total,Rail,W,598172
2004-02-27,Chicago,Total,Rail,W,589768
2004-02-28,Chicago,Total,Rail,A,310337
2004-02-29,Chicago,Total,Rail,U,208258
2004-03-01,Chicago,Total,Rail,W,534603
2004-03-02,Chicago,Total,Rail,W,597880
2004-03-03,Chicago,Total,Rail,W,594376
