Date,City,Route,Mode,DayType,Ridership
2016-10-27,Chicago,Total,Bus,W,892963
2016-10-28,Chicago,Total,Bus,W,894311
2016-10-29,Chicago,Total,Bus,A,539098
2016-10-30,Chicago,Total,Bus,U,377290
2016-10-31,Chicago,Total,Bus,W,860741
2016-11-01,Chicago,Total,Bus,W,931276
2016-11-02,Chicago,Total,Bus,W,866812
2016-11-03,Chicago,Total,Bus,W,919828
2016-11-04,Chicago,Total,Bus,W,798901
2016-11-05,Chicago,Total,Bus,A,536579
2016-11-06,Chicago,Total,Bus,U,406215
2016-11-07,Chicago,Total,Bus,W,887002
2016-11-08,Chicago,Total,Bus,W,880506
2016-11-09,Chicago,Total,Bus,W,865500
2016-11-10,Chicago,Total,Bus,W,842332
2016-11-11,Chicago,Total,Bus,W,715260
2016-11-12,Chicago,Total,Bus,A,500583
2016-11-13,Chicago,Total,Bus,U,369986
2016-11-14,Chicago,Total,Bus,W,862939
2016-11-15,Chicago,Total,Bus,W,881225
2016-11-16,Chicago,Total,Bus,W,884662
2016-11-17,Chicago,Total,Bus,W,873693
2016-11-18,Chicago,Total,Bus,W,819907
2016-11-19,Chicago,Total,Bus,A,477472
2016-11-20,Chicago,Total,Bus,U,345895
2016-11-21,Chicago,Total,Bus,W,844666
2016-11-22,Chicago,Total,Bus,W,837828
2016-11-23,Chicago,Total,Bus,W,661576
2016-11-24,Chicago,Total,Bus,U,266241
2016-11-25,Chicago,Total,Bus,W,496285
2016-11-26,Chicago,Total,Bus,A,441384
2016-11-27,Chicago,Total,Bus,U,343504
2016-11-28,Chicago,Total,Bus,W,801243
2016-11-29,Chicago,Total,Bus,W,871577
2016-11-30,Chicago,Total,Bus,W,852623
2016-12-01,Chicago,Total,Bus,W,885401
2016-12-02,Chicago,Total,Bus,W,882063
2016-12-03,Chicago,Total,Bus,A,517756
2016-12-04,Chicago,Total,Bus,U,333825
2016-12-05,Chicago,Total,Bus,W,841336
2016-12-06,Chicago,Total,Bus,W,859470
2016-12-07,Chicago,Total,Bus,W,831766
2016-12-08,Chicago,Total,Bus,W,790418
2016-12-09,Chicago,Total,Bus,W,806718
2016-12-10,Chicago,Total,Bus,A,472855
2016-12-11,Chicago,Total,Bus,U,309743
2016-12-12,Chicago,Total,Bus,W,787062
2016-12-13,Chicago,Total,Bus,W,785276
2016-12-14,Chicago,Total,Bus,W,734884
2016-12-15,Chicago,Total,Bus,W,617119
2016-12-16,Chicago,Total,Bus,W,744691
2016-12-17,Chicago,Total,Bus,A,445779
2016-12-18,Chicago,Total,Bus,U,270767
2016-12-19,Chicago,Total,Bus,W,650356
2016-12-20,Chicago,Total,Bus,W,758686
2016-12-21,Chicago,Total,Bus,W,770713
2016-12-22,Chicago,Total,Bus,W,747188
2016-12-23,Chicago,Total,Bus,W,676407
2016-12-24,Chicago,Total,Bus,A,391140
2016-12-25,Chicago,Total,Bus,U,199220
2016-12-26,Chicago,Total,Bus,U,380189
2016-12-27,Chicago,Total,Bus,W,575294
2016-12-28,Chicago,Total,Bus,W,611176
2016-12-29,Chicago,Total,Bus,W,593626
2016-12-30,Chicago,Total,Bus,W,628159
2016-12-31,Chicago,Total,Bus,A,433952
2017-01-01,Chicago,Total,Bus,U,277926
2017-01-02,Chicago,Total,Bus,U,371865
2017-01-03,Chicago,Total,Bus,W,690503
2017-01-04,Chicago,Total,Bus,W,636491
2017-01-05,Chicago,Total,Bus,W,611987
2017-01-06,Chicago,Total,Bus,W,591800
2017-01-07,Chicago,Total,Bus,A,362508
2017-01-08,Chicago,Total,Bus,U,290096
2017-01-09,Chicago,Total,Bus,W,781139
2017-01-10,Chicago,Total,Bus,W,773792
2017-01-11,Chicago,Total,Bus,W,803730
2017-01-12,Chicago,Total,Bus,W,777149
2017-01-13,Chicago,Total,Bus,W,771359
2017-01-14,Chicago,Total,Bus,A,429614
2017-01-15,Chicago,Total,Bus,U,328355
2017-01-16,Chicago,Total,Bus,W,486791
2017-01-17,Chicago,Total,Bus,W,829925
2017-01-18,Chicago,Total,Bus,W,835362
2017-01-19,Chicago,Total,Bus,W,823901
2017-01-20,Chicago,Total,Bus,W,798511
2017-01-21,Chicago,Total,Bus,A,488902
2017-01-22,Chicago,Total,Bus,U,331138
2017-01-23,Chicago,Total,Bus,W,817750
2017-01-24,Chicago,Total,Bus,W,834979
2017-01-25,Chicago,Total,Bus,W,831467
2017-01-26,Chicago,Total,Bus,W,823395
2017-01-27,Chicago,Total,Bus,W,792183
2017-01-28,Chicago,Total,Bus,A,439479
2017-01-29,Chicago,Total,Bus,U,304565
2017-01-30,Chicago,Total,Bus,W,806014
2017-01-31,Chicago,Total,Bus,W,828074
2017-02-01,Chicago,Total,Bus,W,883845
2017-02-02,Chicago,Total,Bus,W,829125
2017-02-03,Chicago,Total,Bus,W,782899
2017-02-04,Chicago,Total,Bus,A,461743
2017-02-05,Chicago,Total,Bus,U,351708
2017-02-06,Chicago,Total,Bus,W,838312
2017-02-07,Chicago,Total,Bus,W,827885
2017-02-08,Chicago,Total,Bus,W,841278
2017-02-09,Chicago,Total,Bus,W,815353
2017-02-10,Chicago,Total,Bus,W,832724
2017-02-11,Chicago,Total,Bus,A,497589
2017-02-12,Chicago,Total,Bus,U,358101
2017-02-13,Chicago,Total,Bus,W,822007
2017-02-14,Chicago,Total,Bus,W,870130
2017-02-15,Chicago,Total,Bus,W,841181
2017-02-16,Chicago,Total,Bus,W,831398
2017-02-17,Chicago,Total,Bus,W,841425
2017-02-18,Chicago,Total,Bus,A,512205
2017-02-19,Chicago,Total,Bus,U,383581
2017-02-20,Chicago,Total,Bus,W,623736
2017-02-21,Chicago,Total,Bus,W,848951
2017-02-22,Chicago,Total,Bus,W,873309
2017-02-23,Chicago,Total,Bus,W,850254
2017-02-24,Chicago,Total,Bus,W,820536
2017-02-25,Chicago,Total,Bus,A,449817
2017-02-26,Chicago,Total,Bus,U,350829
2017-02-27,Chicago,Total,Bus,W,837214
2017-02-28,Chicago,Total,Bus,W,823654
2017-03-01,Chicago,Total,Bus,W,863043
2017-03-02,Chicago,Total,Bus,W,842926
2017-03-03,Chicago,Total,Bus,W,851128
2017-03-04,Chicago,Total,Bus,A,487500
2017-03-05,Chicago,Total,Bus,U,364977
2017-03-06,Chicago,Total,Bus,W,823084
2017-03-07,Chicago,Total,Bus,W,862784
2017-03-08,Chicago,Total,Bus,W,858498
2017-03-09,Chicago,Total,Bus,W,841498
2017-03-10,Chicago,Total,Bus,W,816750
2017-03-11,Chicago,Total,Bus,A,459826
2017-03-12,Chicago,Total,Bus,U,336952
2017-03-13,Chicago,Total,Bus,W,761376
2017-03-14,Chicago,Total,Bus,W,712423
2017-03-15,Chicago,Total,Bus,W,822423
2017-03-16,Chicago,Total,Bus,W,827779
2017-03-17,Chicago,Total,Bus,W,804320
2017-03-18,Chicago,Total,Bus,A,473609
2017-03-19,Chicago,Total,Bus,U,371042
2017-03-20,Chicago,Total,Bus,W,802404
2017-03-21,Chicago,Total,Bus,W,835641
2017-03-22,Chicago,Total,Bus,W,816876
2017-03-23,Chicago,Total,Bus,W,802941
2017-03-24,Chicago,Total,Bus,W,821828
2017-03-25,Chicago,Total,Bus,A,414644
2017-03-26,Chicago,Total,Bus,U,340733
2017-03-27,Chicago,Total,Bus,W,825472
2017-03-28,Chicago,Total,Bus,W,846658
2017-03-29,Chicago,Total,Bus,W,837430
2017-03-30,Chicago,Total,Bus,W,756598
2017-03-31,Chicago,Total,Bus,W,839312
2017-04-01,Chicago,Total,Bus,A,517493
2017-04-02,Chicago,Total,Bus,U,357643
2017-04-03,Chicago,Total,Bus,W,840610
2017-04-04,Chicago,Total,Bus,W,873844
2017-04-05,Chicago,Total,Bus,W,755345
2017-04-06,Chicago,Total,Bus,W,822266
2017-04-07,Chicago,Total,Bus,W,765361
2017-04-08,Chicago,Total,Bus,A,508239
2017-04-09,Chicago,Total,Bus,U,388435
2017-04-10,Chicago,Total,Bus,W,695555
2017-04-11,Chicago,Total,Bus,W,736309
2017-04-12,Chicago,Total,Bus,W,754940
2017-04-13,Chicago,Total,Bus,W,723724
2017-04-14,Chicago,Total,Bus,W,692506
2017-04-15,Chicago,Total,Bus,A,506929
2017-04-16,Chicago,Total,Bus,U,339738
2017-04-17,Chicago,Total,Bus,W,809433
2017-04-18,Chicago,Total,Bus,W,848195
2017-04-19,Chicago,Total,Bus,W,811178
2017-04-20,Chicago,Total,Bus,W,797055
2017-04-21,Chicago,Total,Bus,W,819393
2017-04-22,Chicago,Total,Bus,A,493687
2017-04-23,Chicago,Total,Bus,U,373492
2017-04-24,Chicago,Total,Bus,W,830257
2017-04-25,Chicago,Total,Bus,W,860569
2017-04-26,Chicago,Total,Bus,W,838762
2017-04-27,Chicago,Total,Bus,W,807318
2017-04-28,Chicago,Total,Bus,W,830500
2017-04-29,Chicago,Total,Bus,A,405068
2017-04-30,Chicago,Total,Bus,U,307608
2017-05-01,Chicago,Total,Bus,W,847371
2017-05-02,Chicago,Total,Bus,W,846717
2017-05-03,Chicago,Total,Bus,W,890581
2017-05-04,Chicago,Total,Bus,W,836436
2017-05-05,Chicago,Total,Bus,W,840819
2017-05-06,Chicago,Total,Bus,A,502922
2017-05-07,Chicago,Total,Bus,U,370985
2017-05-08,Chicago,Total,Bus,W,829268
2017-05-09,Chicago,Total,Bus,W,827183
2017-05-10,Chicago,Total,Bus,W,821006
2017-05-11,Chicago,Total,Bus,W,832163
2017-05-12,Chicago,Total,Bus,W,824305
2017-05-13,Chicago,Total,Bus,A,504045
2017-05-14,Chicago,Total,Bus,U,364734
2017-05-15,Chicago,Total,Bus,W,805190
2017-05-16,Chicago,Total,Bus,W,843103
2017-05-17,Chicago,Total,Bus,W,835226
2017-05-18,Chicago,Total,Bus,W,824327
2017-05-19,Chicago,Total,Bus,W,768158
2017-05-20,Chicago,Total,Bus,A,441093
2017-05-21,Chicago,Total,Bus,U,366609
2017-05-22,Chicago,Total,Bus,W,817334
2017-05-23,Chicago,Total,Bus,W,799986
2017-05-24,Chicago,Total,Bus,W,820511
2017-05-25,Chicago,Total,Bus,W,829938
2017-05-26,Chicago,Total,Bus,W,779960
2017-05-27,Chicago,Total,Bus,A,492255
2017-05-28,Chicago,Total,Bus,U,366179
2017-05-29,Chicago,Total,Bus,U,375171
2017-05-30,Chicago,Total,Bus,W,802596
2017-05-31,Chicago,Total,Bus,W,827890
2017-06-01,Chicago,Total,Bus,W,860327
2017-06-02,Chicago,Total,Bus,W,861203
2017-06-03,Chicago,Total,Bus,A,523471
2017-06-04,Chicago,Total,Bus,U,400326
2017-06-05,Chicago,Total,Bus,W,838839
2017-06-06,Chicago,Total,Bus,W,845564
2017-06-07,Chicago,Total,Bus,W,846730
2017-06-08,Chicago,Total,Bus,W,821372
2017-06-09,Chicago,Total,Bus,W,833135
2017-06-10,Chicago,Total,Bus,A,525084
2017-06-11,Chicago,Total,Bus,U,406991
2017-06-12,Chicago,Total,Bus,W,808630
2017-06-13,Chicago,Total,Bus,W,817478
2017-06-14,Chicago,Total,Bus,W,786388
2017-06-15,Chicago,Total,Bus,W,830091
2017-06-16,Chicago,Total,Bus,W,785270
2017-06-17,Chicago,Total,Bus,A,486358
2017-06-18,Chicago,Total,Bus,U,390193
2017-06-19,Chicago,Total,Bus,W,755955
2017-06-20,Chicago,Total,Bus,W,801344
2017-06-21,Chicago,Total,Bus,W,758596
2017-06-22,Chicago,Total,Bus,W,733128
2017-06-23,Chicago,Total,Bus,W,729483
2017-06-24,Chicago,Total,Bus,A,504647
2017-06-25,Chicago,Total,Bus,U,390267
2017-06-26,Chicago,Total,Bus,W,738507
2017-06-27,Chicago,Total,Bus,W,763875
2017-06-28,Chicago,Total,Bus,W,722682
2017-06-29,Chicago,Total,Bus,W,747180
2017-06-30,Chicago,Total,Bus,W,763402
2017-07-01,Chicago,Total,Bus,A,514092
2017-07-02,Chicago,Total,Bus,U,398108
2017-07-03,Chicago,Total,Bus,W,669915
2017-07-04,Chicago,Total,Bus,U,407991
2017-07-05,Chicago,Total,Bus,W,746019
2017-07-06,Chicago,Total,Bus,W,755516
2017-07-07,Chicago,Total,Bus,W,749664
2017-07-08,Chicago,Total,Bus,A,517165
2017-07-09,Chicago,Total,Bus,U,400539
2017-07-10,Chicago,Total,Bus,W,719494
2017-07-11,Chicago,Total,Bus,W,771348
2017-07-12,Chicago,Total,Bus,W,694204
2017-07-13,Chicago,Total,Bus,W,773047
2017-07-14,Chicago,Total,Bus,W,748691
2017-07-15,Chicago,Total,Bus,A,511540
2017-07-16,Chicago,Total,Bus,U,371692
2017-07-17,Chicago,Total,Bus,W,754669
2017-07-18,Chicago,Total,Bus,W,776582
2017-07-19,Chicago,Total,Bus,W,769368
2017-07-20,Chicago,Total,Bus,W,716096
2017-07-21,Chicago,Total,Bus,W,733117
2017-07-22,Chicago,Total,Bus,A,485978
2017-07-23,Chicago,Total,Bus,U,380247
2017-07-24,Chicago,Total,Bus,W,744976
2017-07-25,Chicago,Total,Bus,W,765040
2017-07-26,Chicago,Total,Bus,W,769890
2017-07-27,Chicago,Total,Bus,W,770692
2017-07-28,Chicago,Total,Bus,W,754679
2017-07-29,Chicago,Total,Bus,A,496951
2017-07-30,Chicago,Total,Bus,U,385002
2017-07-31,Chicago,Total,Bus,W,732690
2017-08-01,Chicago,Total,Bus,W,789859
2017-08-02,Chicago,Total,Bus,W,771256
2017-08-03,Chicago,Total,Bus,W,763271
2017-08-04,Chicago,Total,Bus,W,732776
2017-08-05,Chicago,Total,Bus,A,503623
2017-08-06,Chicago,Total,Bus,U,376669
2017-08-07,Chicago,Total,Bus,W,733495
2017-08-08,Chicago,Total,Bus,W,761850
2017-08-09,Chicago,Total,Bus,W,759657
2017-08-10,Chicago,Total,Bus,W,747519
2017-08-11,Chicago,Total,Bus,W,746418
2017-08-12,Chicago,Total,Bus,A,505271
2017-08-13,Chicago,Total,Bus,U,384338
2017-08-14,Chicago,Total,Bus,W,722238
2017-08-15,Chicago,Total,Bus,W,774523
2017-08-16,Chicago,Total,Bus,W,739357
2017-08-17,Chicago,Total,Bus,W,722939
2017-08-18,Chicago,Total,Bus,W,741688
2017-08-19,Chicago,Total,Bus,A,510200
2017-08-20,Chicago,Total,Bus,U,395932
2017-08-21,Chicago,Total,Bus,W,707640
2017-08-22,Chicago,Total,Bus,W,741370
2017-08-23,Chicago,Total,Bus,W,763384
2017-08-24,Chicago,Total,Bus,W,749315
2017-08-25,Chicago,Total,Bus,W,749192
2017-08-26,Chicago,Total,Bus,A,487453
2017-08-27,Chicago,Total,Bus,U,358840
2017-08-28,Chicago,Total,Bus,W,761796
2017-08-29,Chicago,Total,Bus,W,783337
2017-08-30,Chicago,Total,Bus,W,801205
2017-08-31,Chicago,Total,Bus,W,791635
2017-09-01,Chicago,Total,Bus,W,827394
2017-09-02,Chicago,Total,Bus,A,512150
2017-09-03,Chicago,Total,Bus,U,417707
2017-09-04,Chicago,Total,Bus,U,375104
2017-09-05,Chicago,Total,Bus,W,893214
2017-09-06,Chicago,Total,Bus,W,854979
2017-09-07,Chicago,Total,Bus,W,867162
2017-09-08,Chicago,Total,Bus,W,849319
2017-09-09,Chicago,Total,Bus,A,511569
2017-09-10,Chicago,Total,Bus,U,383625
2017-09-11,Chicago,Total,Bus,W,861907
2017-09-12,Chicago,Total,Bus,W,883298
2017-09-13,Chicago,Total,Bus,W,876445
2017-09-14,Chicago,Total,Bus,W,874356
2017-09-15,Chicago,Total,Bus,W,871656
2017-09-16,Chicago,Total,Bus,A,517447
2017-09-17,Chicago,Total,Bus,U,386719
2017-09-18,Chicago,Total,Bus,W,866120
2017-09-19,Chicago,Total,Bus,W,861844
2017-09-20,Chicago,Total,Bus,W,887017
2017-09-21,Chicago,Total,Bus,W,859255
2017-09-22,Chicago,Total,Bus,W,854042
2017-09-23,Chicago,Total,Bus,A,499368
2017-09-24,Chicago,Total,Bus,U,378420
2017-09-25,Chicago,Total,Bus,W,861042
2017-09-26,Chicago,Total,Bus,W,877350
2017-09-27,Chicago,Total,Bus,W,882592
2017-09-28,Chicago,Total,Bus,W,881438
2017-09-29,Chicago,Total,Bus,W,898739
2017-09-30,Chicago,Total,Bus,A,524516
2017-10-01,Chicago,Total,Bus,U,389470
2017-10-02,Chicago,Total,Bus,W,877992
2017-10-03,Chicago,Total,Bus,W,921022
2017-10-04,Chicago,Total,Bus,W,889343
2017-10-05,Chicago,Total,Bus,W,889166
2017-10-06,Chicago,Total,Bus,W,841999
2017-10-07,Chicago,Total,Bus,A,484231
2017-10-08,Chicago,Total,Bus,U,374005
2017-10-09,Chicago,Total,Bus,W,712539
2017-10-10,Chicago,Total,Bus,W,874192
2017-10-11,Chicago,Total,Bus,W,850229
2017-10-12,Chicago,Total,Bus,W,870996
2017-10-13,Chicago,Total,Bus,W,879791
2017-10-14,Chicago,Total,Bus,A,376288
2017-10-15,Chicago,Total,Bus,U,362392
2017-10-16,Chicago,Total,Bus,W,867372
2017-10-17,Chicago,Total,Bus,W,882601
2017-10-18,Chicago,Total,Bus,W,888806
2017-10-19,Chicago,Total,Bus,W,876423
2017-10-20,Chicago,Total,Bus,W,862656
2017-10-21,Chicago,Total,Bus,A,520339
2017-10-22,Chicago,Total,Bus,U,344543
2017-10-23,Chicago,Total,Bus,W,802893
2017-10-24,Chicago,Total,Bus,W,812947
2017-10-25,Chicago,Total,Bus,W,876000
2017-10-26,Chicago,Total,Bus,W,872176
2017-10-27,Chicago,Total,Bus,W,833348
2017-10-28,Chicago,Total,Bus,A,472503
2017-10-29,Chicago,Total,Bus,U,355321
2017-10-30,Chicago,Total,Bus,W,837676
2017-10-31,Chicago,Total,Bus,W,843988
2017-11-01,Chicago,Total,Bus,W,881053
2017-11-02,Chicago,Total,Bus,W,864434
2017-11-03,Chicago,Total,Bus,W,815500
2017-11-04,Chicago,Total,Bus,A,450968
2017-11-05,Chicago,Total,Bus,U,359176
2017-11-06,Chicago,Total,Bus,W,866671
2017-11-07,Chicago,Total,Bus,W,871211
2017-11-08,Chicago,Total,Bus,W,875619
2017-11-09,Chicago,Total,Bus,W,860819
2017-11-10,Chicago,Total,Bus,W,741017
2017-11-11,Chicago,Total,Bus,A,461927
2017-11-12,Chicago,Total,Bus,U,341066
2017-11-13,Chicago,Total,Bus,W,846572
2017-11-14,Chicago,Total,Bus,W,862352
2017-11-15,Chicago,Total,Bus,W,826138
2017-11-16,Chicago,Total,Bus,W,831869
2017-11-17,Chicago,Total,Bus,W,836442
2017-11-18,Chicago,Total,Bus,A,426814
2017-11-19,Chicago,Total,Bus,U,359562
2017-11-20,Chicago,Total,Bus,W,840370
2017-11-21,Chicago,Total,Bus,W,825182
2017-11-22,Chicago,Total,Bus,W,677643
2017-11-23,Chicago,Total,Bus,U,263654
2017-11-24,Chicago,Total,Bus,W,503847
2017-11-25,Chicago,Total,Bus,A,425522
2017-11-26,Chicago,Total,Bus,U,336930
2017-11-27,Chicago,Total,Bus,W,839274
2017-11-28,Chicago,Total,Bus,W,847910
2017-11-29,Chicago,Total,Bus,W,850702
2017-11-30,Chicago,Total,Bus,W,850783
2017-12-01,Chicago,Total,Bus,W,890982
2017-12-02,Chicago,Total,Bus,A,511676
2017-12-03,Chicago,Total,Bus,U,378519
2017-12-04,Chicago,Total,Bus,W,855387
2017-12-05,Chicago,Total,Bus,W,822703
2017-12-06,Chicago,Total,Bus,W,829498
2017-12-07,Chicago,Total,Bus,W,794129
2017-12-08,Chicago,Total,Bus,W,805911
2017-12-09,Chicago,Total,Bus,A,439827
2017-12-10,Chicago,Total,Bus,U,336156
2017-12-11,Chicago,Total,Bus,W,807879
2017-12-12,Chicago,Total,Bus,W,783312
2017-12-13,Chicago,Total,Bus,W,800995
2017-12-14,Chicago,Total,Bus,W,790977
2017-12-15,Chicago,Total,Bus,W,780679
2017-12-16,Chicago,Total,Bus,A,484468
2017-12-17,Chicago,Total,Bus,U,351260
2017-12-18,Chicago,Total,Bus,W,784151
2017-12-19,Chicago,Total,Bus,W,812618
2017-12-20,Chicago,Total,Bus,W,798144
2017-12-21,Chicago,Total,Bus,W,769444
2017-12-22,Chicago,Total,Bus,W,727262
2017-12-23,Chicago,Total,Bus,A,438917
2017-12-24,Chicago,Total,Bus,U,275937
2017-12-25,Chicago,Total,Bus,U,164256
2017-12-26,Chicago,Total,Bus,W,398823
2017-12-27,Chicago,Total,Bus,W,466856
2017-12-28,Chicago,Total,Bus,W,509850
2017-12-29,Chicago,Total,Bus,W,552051
2017-12-30,Chicago,Total,Bus,A,335207
2017-12-31,Chicago,Total,Bus,U,274143
2018-01-01,Chicago,Total,Bus,U,199845
2018-01-02,Chicago,Total,Bus,W,507648
2018-01-03,Chicago,Total,Bus,W,598578
2018-01-04,Chicago,Total,Bus,W,594414
2018-01-05,Chicago,Total,Bus,W,597163
2018-01-06,Chicago,Total,Bus,A,372807
2018-01-07,Chicago,Total,Bus,U,284438
2018-01-08,Chicago,Total,Bus,W,755777
2018-01-09,Chicago,Total,Bus,W,780104
2018-01-10,Chicago,Total,Bus,W,783008
2018-01-11,Chicago,Total,Bus,W,774197
2018-01-12,Chicago,Total,Bus,W,730031
2018-01-13,Chicago,Total,Bus,A,392644
2018-01-14,Chicago,Total,Bus,U,291206
2018-01-15,Chicago,Total,Bus,W,463868
2018-01-16,Chicago,Total,Bus,W,779194
2018-01-17,Chicago,Total,Bus,W,787021
2018-01-18,Chicago,Total,Bus,W,788150
2018-01-19,Chicago,Total,Bus,W,784287
2018-01-20,Chicago,Total,Bus,A,438286
2018-01-21,Chicago,Total,Bus,U,316648
2018-01-22,Chicago,Total,Bus,W,781955
2018-01-23,Chicago,Total,Bus,W,795146
2018-01-24,Chicago,Total,Bus,W,808026
2018-01-25,Chicago,Total,Bus,W,813348
2018-01-26,Chicago,Total,Bus,W,806770
2018-01-27,Chicago,Total,Bus,A,455974
2018-01-28,Chicago,Total,Bus,U,320779
2018-01-29,Chicago,Total,Bus,W,774310
2018-01-30,Chicago,Total,Bus,W,801986
2018-01-31,Chicago,Total,Bus,W,815252
2018-02-01,Chicago,Total,Bus,W,824632
2018-02-02,Chicago,Total,Bus,W,706351
2018-02-03,Chicago,Total,Bus,A,435554
2018-02-04,Chicago,Total,Bus,U,279353
2018-02-05,Chicago,Total,Bus,W,734272
2018-02-06,Chicago,Total,Bus,W,783522
2018-02-07,Chicago,Total,Bus,W,790600
2018-02-08,Chicago,Total,Bus,W,782384
2018-02-09,Chicago,Total,Bus,W,480347
2018-02-10,Chicago,Total,Bus,A,399759
2018-02-11,Chicago,Total,Bus,U,294675
2018-02-12,Chicago,Total,Bus,W,771383
2018-02-13,Chicago,Total,Bus,W,832686
2018-02-14,Chicago,Total,Bus,W,846174
2018-02-15,Chicago,Total,Bus,W,819948
2018-02-16,Chicago,Total,Bus,W,803410
2018-02-17,Chicago,Total,Bus,A,438472
2018-02-18,Chicago,Total,Bus,U,345438
2018-02-19,Chicago,Total,Bus,W,569983
2018-02-20,Chicago,Total,Bus,W,786356
2018-02-21,Chicago,Total,Bus,W,831241
2018-02-22,Chicago,Total,Bus,W,833819
2018-02-23,Chicago,Total,Bus,W,820477
2018-02-24,Chicago,Total,Bus,A,461537
2018-02-25,Chicago,Total,Bus,U,347690
2018-02-26,Chicago,Total,Bus,W,825842
2018-02-27,Chicago,Total,Bus,W,846696
2018-02-28,Chicago,Total,Bus,W,837820
2018-03-01,Chicago,Total,Bus,W,807973
2018-03-02,Chicago,Total,Bus,W,838965
2018-03-03,Chicago,Total,Bus,A,489631
2018-03-04,Chicago,Total,Bus,U,360783
2018-03-05,Chicago,Total,Bus,W,793241
2018-03-06,Chicago,Total,Bus,W,818087
2018-03-07,Chicago,Total,Bus,W,829608
2018-03-08,Chicago,Total,Bus,W,813217
2018-03-09,Chicago,Total,Bus,W,806152
2018-03-10,Chicago,Total,Bus,A,471143
2018-03-11,Chicago,Total,Bus,U,339755
2018-03-12,Chicago,Total,Bus,W,798061
2018-03-13,Chicago,Total,Bus,W,808848
2018-03-14,Chicago,Total,Bus,W,834401
2018-03-15,Chicago,Total,Bus,W,829652
2018-03-16,Chicago,Total,Bus,W,808945
2018-03-17,Chicago,Total,Bus,A,471682
2018-03-18,Chicago,Total,Bus,U,361391
2018-03-19,Chicago,Total,Bus,W,807848
2018-03-20,Chicago,Total,Bus,W,808168
2018-03-21,Chicago,Total,Bus,W,815911
2018-03-22,Chicago,Total,Bus,W,807829
2018-03-23,Chicago,Total,Bus,W,789868
2018-03-24,Chicago,Total,Bus,A,424609
2018-03-25,Chicago,Total,Bus,U,331496
2018-03-26,Chicago,Total,Bus,W,685230
2018-03-27,Chicago,Total,Bus,W,688138
2018-03-28,Chicago,Total,Bus,W,719691
2018-03-29,Chicago,Total,Bus,W,692129
2018-03-30,Chicago,Total,Bus,W,672341
2018-03-31,Chicago,Total,Bus,A,428294
2018-04-01,Chicago,Total,Bus,U,305848
2018-04-02,Chicago,Total,Bus,W,782016
2018-04-03,Chicago,Total,Bus,W,816056
2018-04-04,Chicago,Total,Bus,W,823619
2018-04-05,Chicago,Total,Bus,W,817204
2018-04-06,Chicago,Total,Bus,W,792532
2018-04-07,Chicago,Total,Bus,A,466492
2018-04-08,Chicago,Total,Bus,U,335409
2018-04-09,Chicago,Total,Bus,W,773663
2018-04-10,Chicago,Total,Bus,W,798350
2018-04-11,Chicago,Total,Bus,W,849255
2018-04-12,Chicago,Total,Bus,W,836193
2018-04-13,Chicago,Total,Bus,W,729175
2018-04-14,Chicago,Total,Bus,A,417189
2018-04-15,Chicago,Total,Bus,U,300857
2018-04-16,Chicago,Total,Bus,W,773294
2018-04-17,Chicago,Total,Bus,W,830925
2018-04-18,Chicago,Total,Bus,W,783296
2018-04-19,Chicago,Total,Bus,W,774579
2018-04-20,Chicago,Total,Bus,W,812450
2018-04-21,Chicago,Total,Bus,A,455577
2018-04-22,Chicago,Total,Bus,U,348195
2018-04-23,Chicago,Total,Bus,W,810268
2018-04-24,Chicago,Total,Bus,W,826998
2018-04-25,Chicago,Total,Bus,W,838143
2018-04-26,Chicago,Total,Bus,W,837802
2018-04-27,Chicago,Total,Bus,W,812960
2018-04-28,Chicago,Total,Bus,A,480130
2018-04-29,Chicago,Total,Bus,U,354456
2018-04-30,Chicago,Total,Bus,W,817980
2018-05-01,Chicago,Total,Bus,W,876677
2018-05-02,Chicago,Total,Bus,W,834718
2018-05-03,Chicago,Total,Bus,W,840135
2018-05-04,Chicago,Total,Bus,W,830802
2018-05-05,Chicago,Total,Bus,A,506199
2018-05-06,Chicago,Total,Bus,U,359516
2018-05-07,Chicago,Total,Bus,W,821267
2018-05-08,Chicago,Total,Bus,W,841014
2018-05-09,Chicago,Total,Bus,W,803570
2018-05-10,Chicago,Total,Bus,W,838748
2018-05-11,Chicago,Total,Bus,W,788585
2018-05-12,Chicago,Total,Bus,A,440554
2018-05-13,Chicago,Total,Bus,U,335726
2018-05-14,Chicago,Total,Bus,W,742924
2018-05-15,Chicago,Total,Bus,W,809607
2018-05-16,Chicago,Total,Bus,W,824209
2018-05-17,Chicago,Total,Bus,W,807735
2018-05-18,Chicago,Total,Bus,W,784606
2018-05-19,Chicago,Total,Bus,A,461266
2018-05-20,Chicago,Total,Bus,U,321817
2018-05-21,Chicago,Total,Bus,W,709633
2018-05-22,Chicago,Total,Bus,W,819740
2018-05-23,Chicago,Total,Bus,W,827983
2018-05-24,Chicago,Total,Bus,W,813320
2018-05-25,Chicago,Total,Bus,W,797393
2018-05-26,Chicago,Total,Bus,A,474011
2018-05-27,Chicago,Total,Bus,U,382202
2018-05-28,Chicago,Total,Bus,U,364119
2018-05-29,Chicago,Total,Bus,W,797433
2018-05-30,Chicago,Total,Bus,W,793348
2018-05-31,Chicago,Total,Bus,W,819988
